segment,variant,sample,customer_id,elapsed_ms,rows,sha256
2,indexed,68,1,0.7142999999996391,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,69,2,0.6311000000023341,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,70,42,0.4668999999994412,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,71,999,0.49940000000060536,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,72,1,0.8326999999990221,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,73,2,0.42669999999998254,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,74,42,0.5384999999987485,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,75,999,0.5411999999996624,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,76,1,0.6430000000000291,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,77,2,0.6005000000004657,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,78,42,0.6330999999991036,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,79,999,0.6848000000027241,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
2,indexed,80,1,0.6438000000016473,50,ec01fc577ae7a041b31129e8906d14fdc83fb07a4357c71bb1e59330969a1494
2,indexed,81,2,0.6195999999981723,50,1faf2af7fc402fba2dc10d5da80b6b9ce8fb78c66d85080ba647faf4ab4bd40e
2,indexed,82,42,0.5241000000023632,50,6bbf664f5956ced144b54e947a9e954fa32d14ce436be7a190425b411b2096e2
2,indexed,83,999,0.655800000000454,50,0647660424e2ece4a533cca8ee8f553c4afb2124209047c530b10679c8c727c8
